entry_id,booked_on,kind,order_ref,expected_amount_inr,memo
INV-G54YYLOQ,2026-03-07,receivable,order_g54yyloq42xlio,"1,268.34",INV INV-G54YYLOQ domestic sale
INV-H27I4NRA,2026-03-07,receivable,,487.22,INV INV-H27I4NRA domestic sale
INV-HNBV4SFC,2026-03-07,receivable,order_hnbv4sfcbz6ca8,"2,683.64",INV INV-HNBV4SFC domestic sale
INV-J59CYYVO,2026-03-07,receivable,,"9,763.02",INV INV-J59CYYVO domestic sale
INV-MJW24JML,2026-03-07,receivable,,975.42,INV INV-MJW24JML domestic sale
INV-NH15A67U,2026-03-07,receivable,order_nh15a67umvb8kb,"10,543.17",INV INV-NH15A67U domestic sale
INV-SRWGNPCL,2026-03-07,receivable,order_srwgnpcluvjcuf,"4,392.82",INV INV-SRWGNPCL domestic sale
INV-UQTSPTWF,2026-03-07,receivable,order_uqtsptwfovc30l,"1,00,098.93",INV INV-UQTSPTWF domestic sale
INV-WBAZ4NHP,2026-03-07,receivable,,"7,321.05",INV INV-WBAZ4NHP domestic sale
INV-Z9VJP7Y7,2026-03-07,receivable,,"12,691.74",INV INV-Z9VJP7Y7 domestic sale
INV-3TVWE1K5,2026-03-08,receivable,order_3tvwe1k52y3py8,"9,763.02",INV INV-3TVWE1K5 domestic sale
INV-6CL9VHJS,2026-03-08,receivable,order_6cl9vhjs3sis57,"3,416.42",INV INV-6CL9VHJS domestic sale
INV-6L1HMC2H,2026-03-08,receivable,,"5,857.42",INV INV-6L1HMC2H domestic sale
INV-6Q2POX12,2026-03-08,receivable,order_6q2pox12fgjyaw,780.14,INV INV-6Q2POX12 domestic sale
INV-B6ZLFZBK,2026-03-08,receivable,,780.14,INV INV-B6ZLFZBK domestic sale
INV-B78A5DWG,2026-03-08,receivable,order_b78a5dwgacjh7r,"3,416.42",INV INV-B78A5DWG domestic sale
INV-CVD44KFS,2026-03-08,receivable,,"10,738.45",INV INV-CVD44KFS domestic sale
INV-D3EZHYLB,2026-03-08,receivable,order_d3ezhylbmyoniw,"2,440.02",INV INV-D3EZHYLB domestic sale
INV-ENKK0HLK,2026-03-08,receivable,order_enkk0hlk5wrn77,"7,321.54",INV INV-ENKK0HLK domestic sale
INV-IN6INL91,2026-03-08,receivable,order_in6inl91zmo1m0,975.42,INV INV-IN6INL91 domestic sale
INV-JAZ6MK3T,2026-03-08,receivable,order_jaz6mk3tvzs3u0,"1,268.34",INV INV-JAZ6MK3T domestic sale
INV-MVIOM4RW,2026-03-08,receivable,,"7,321.05",INV INV-MVIOM4RW domestic sale
INV-NFKUSGJ6,2026-03-08,receivable,order_nfkusgj6wvlk1a,"2,928.22",INV INV-NFKUSGJ6 domestic sale
INV-SFB9NDW2,2026-03-08,receivable,order_sfb9ndw2fvmsab,"8,053.84",INV INV-SFB9NDW2 domestic sale
INV-VRD7LOMW,2026-03-08,receivable,,"9,763.02",INV INV-VRD7LOMW domestic sale
INV-0HHG4EE5,2026-03-09,receivable,order_0hhg4ee53raz0f,"2,097.80",INV INV-0HHG4EE5 domestic sale
INV-4UES1I8C,2026-03-09,receivable,,"2,440.02",INV INV-4UES1I8C domestic sale
INV-5CV881Q9,2026-03-09,receivable,order_5cv881q9dvh4d5,"1,951.82",INV INV-5CV881Q9 domestic sale
INV-6Y885KBV,2026-03-09,receivable,,"55,217.19",INV INV-6Y885KBV USD 681.00 @ 83.0423
INV-79RHK2YC,2026-03-09,receivable,order_79rhk2ycs74efc,"3,416.42",INV INV-79RHK2YC domestic sale
INV-90VMI8J8,2026-03-09,receivable,,"7,321.05",INV INV-90VMI8J8 domestic sale
INV-93FPSMHL,2026-03-09,receivable,order_93fpsmhlzatpal,780.14,INV INV-93FPSMHL domestic sale
INV-9P2RCJF7,2026-03-09,receivable,,"1,268.34",INV INV-9P2RCJF7 domestic sale
INV-AWOZJRHA,2026-03-09,receivable,,"4,196.57",INV INV-AWOZJRHA domestic sale
INV-BAVOZGQZ,2026-03-09,receivable,,"9,273.85",INV INV-BAVOZGQZ domestic sale
INV-EYN9IWQS,2026-03-09,receivable,order_eyn9iwqswp2wjh,483.27,INV INV-EYN9IWQS USD 6.00 @ 82.4921
INV-F39FXPSS,2026-03-09,receivable,order_f39fxpssp27kmb,780.14,INV INV-F39FXPSS domestic sale
INV-FAHL6TQI,2026-03-09,receivable,,"7,810.22",INV INV-FAHL6TQI domestic sale
INV-G3F057SO,2026-03-09,receivable,order_g3f057som1eiq4,"2,440.02",INV INV-G3F057SO domestic sale
INV-GJQV1DE5,2026-03-09,receivable,order_gjqv1de5tiiyqo,780.14,INV INV-GJQV1DE5 domestic sale
INV-GPZ3QZSQ,2026-03-09,receivable,,"8,200.30",INV INV-GPZ3QZSQ domestic sale
INV-H0H4XGYZ,2026-03-09,receivable,,"3,708.37",INV INV-H0H4XGYZ domestic sale
INV-JAG6FXVX,2026-03-09,receivable,order_jag6fxvxgfd9nx,"1,268.34",INV INV-JAG6FXVX domestic sale
INV-JDC2SNZL,2026-03-09,receivable,order_jdc2snzl6ihh85,"12,203.05",INV INV-JDC2SNZL domestic sale
INV-JLKRUMGC,2026-03-09,receivable,,"9,763.02",INV INV-JLKRUMGC domestic sale
INV-JMJA31LM,2026-03-09,receivable,order_jmja31lm7jz6k2,"10,738.45",INV INV-JMJA31LM domestic sale
INV-JPGBDAYB,2026-03-09,receivable,order_jpgbdaybr6wlop,"5,368.25",INV INV-JPGBDAYB domestic sale
INV-KQZQAXQV,2026-03-09,receivable,order_kqzqaxqvgvq8f8,487.22,INV INV-KQZQAXQV domestic sale
INV-L3YMY2ST,2026-03-09,receivable,order_l3ymy2sthcc293,"1,023.76",INV INV-L3YMY2ST domestic sale
INV-LL5XW96R,2026-03-09,receivable,order_ll5xw96rngp9c3,"7,810.22",INV INV-LL5XW96R domestic sale
INV-M0XKS8EN,2026-03-09,receivable,order_m0xks8enwmspd7,"1,268.34",INV INV-M0XKS8EN domestic sale
INV-NC1T7H3F,2026-03-09,receivable,,780.14,INV INV-NC1T7H3F domestic sale
INV-O03NPNMO,2026-03-09,receivable,,"4,881.02",INV INV-O03NPNMO domestic sale
INV-OVVBBS7Z,2026-03-09,receivable,order_ovvbbs7zqjex1o,975.42,INV INV-OVVBBS7Z domestic sale
INV-RRHGXYJX,2026-03-09,receivable,order_rrhgxyjxewgslt,"1,951.82",INV INV-RRHGXYJX domestic sale
INV-SUBT2IW0,2026-03-09,receivable,,"9,763.02",INV INV-SUBT2IW0 domestic sale
INV-T61Z1J5A,2026-03-09,receivable,,"14,644.05",INV INV-T61Z1J5A domestic sale
INV-T7OX1NDY,2026-03-09,receivable,order_t7ox1ndya7rtft,"2,928.22",INV INV-T7OX1NDY domestic sale
INV-TF1ZSQHD,2026-03-09,receivable,order_tf1zsqhdbi4zpp,"4,881.02",INV INV-TF1ZSQHD domestic sale
INV-UCDLEBZ0,2026-03-09,receivable,order_ucdlebz0whz3wi,"12,203.05",INV INV-UCDLEBZ0 domestic sale
INV-WXIW4RU7,2026-03-09,receivable,order_wxiw4ru7847k7z,"4,392.82",INV INV-WXIW4RU7 domestic sale
INV-WXQQLTM1,2026-03-09,receivable,order_wxqqltm1l3yy2o,"4,880.05",INV INV-WXQQLTM1 domestic sale
INV-X2DX621R,2026-03-09,receivable,,"6,344.65",INV INV-X2DX621R domestic sale
INV-XY4FJ8UY,2026-03-09,receivable,order_xy4fj8uyrzvo9p,"10,006.64",INV INV-XY4FJ8UY domestic sale
INV-Y03WQBZP,2026-03-09,receivable,,"2,000.16",INV INV-Y03WQBZP domestic sale
INV-Z7HKL0GT,2026-03-09,receivable,,"5,857.42",INV INV-Z7HKL0GT domestic sale
INV-ZERYYPGQ,2026-03-09,receivable,order_zeryypgqvmie3l,"2,440.02",INV INV-ZERYYPGQ domestic sale
TDS-A6D2OI74,2026-03-09,tds,,-34.98,Withholding accrual @ 1.00% on batch d2oi74
TDS-KJE70O5B,2026-03-09,tds,,-74.97,Withholding accrual @ 1.00% on batch e70o5b
TDS-QQG5AY1R,2026-03-09,tds,,-24.99,Withholding accrual @ 1.00% on batch g5ay1r
CRN-2HNSC0M5,2026-03-10,refund,,-624.75,Credit note against INV-4A2C3WA6
CRN-3LRFFYB5,2026-03-10,refund,,"-2,999.00",Credit note against INV-RES6ZA98
CRN-VDXW6RMW,2026-03-10,refund,,"-2,499.00",Credit note against INV-N3JVIL2T
INV-00YANR6D,2026-03-10,receivable,order_00yanr6dpmwqlr,"9,763.02",INV INV-00YANR6D domestic sale
INV-0M1UJEW4,2026-03-10,receivable,,"4,881.02",INV INV-0M1UJEW4 domestic sale
INV-1NTCIF17,2026-03-10,receivable,,"1,268.34",INV INV-1NTCIF17 domestic sale
INV-2JBTHO87,2026-03-10,receivable,order_2jbtho878lgs8w,"9,763.02",INV INV-2JBTHO87 domestic sale
INV-4B2ZX9CF,2026-03-10,receivable,,487.22,INV INV-4B2ZX9CF domestic sale
INV-56PNKG3L,2026-03-10,receivable,order_56pnkg3lo4vbwd,"8,785.65",INV INV-56PNKG3L domestic sale
INV-5E21R9VE,2026-03-10,receivable,,"3,416.42",INV INV-5E21R9VE domestic sale
INV-5OF8YO0O,2026-03-10,receivable,,"5,857.42",INV INV-5OF8YO0O domestic sale
INV-6109BY4G,2026-03-10,receivable,order_6109by4goh7q3j,"5,857.42",INV INV-6109BY4G domestic sale
INV-64HF6GNV,2026-03-10,receivable,,"4,684.77",INV INV-64HF6GNV domestic sale
INV-6GCJISXD,2026-03-10,receivable,,"2,536.69",INV INV-6GCJISXD domestic sale
INV-8CGWAHO1,2026-03-10,receivable,order_8cgwaho1bbiifv,"1,463.62",INV INV-8CGWAHO1 domestic sale
INV-96Q4B93M,2026-03-10,receivable,order_96q4b93m9b5yr2,"1,951.82",INV INV-96Q4B93M domestic sale
INV-9H1CXKSL,2026-03-10,receivable,order_9h1cxkslgw4rsn,"1,463.62",INV INV-9H1CXKSL domestic sale
INV-DJZMR8X1,2026-03-10,receivable,order_djzmr8x1ayspp2,780.14,INV INV-DJZMR8X1 domestic sale
INV-DQHADDNP,2026-03-10,receivable,order_dqhaddnpskzs9g,"5,857.42",INV INV-DQHADDNP domestic sale
INV-F3OTV779,2026-03-10,receivable,order_f3otv779u82uvl,"4,881.02",INV INV-F3OTV779 domestic sale
INV-IBPGG2B2,2026-03-10,receivable,order_ibpgg2b27jdp7x,975.42,INV INV-IBPGG2B2 domestic sale
INV-ICFXA3GK,2026-03-10,receivable,order_icfxa3gkftvle4,"1,951.82",INV INV-ICFXA3GK domestic sale
INV-ICWA4YMP,2026-03-10,receivable,order_icwa4ympyfn2yv,"1,463.62",INV INV-ICWA4YMP domestic sale
INV-IESOQNFE,2026-03-10,receivable,,"5,612.84",INV INV-IESOQNFE domestic sale
INV-J8XVXVZK,2026-03-10,receivable,order_j8xvxvzkccanfe,780.14,INV INV-J8XVXVZK domestic sale
INV-K83SCUHI,2026-03-10,receivable,,"5,857.42",INV INV-K83SCUHI domestic sale
INV-KQ088MJC,2026-03-10,receivable,,"5,368.25",INV INV-KQ088MJC domestic sale
INV-LA0GDVH7,2026-03-10,receivable,,"1,170.22",INV INV-LA0GDVH7 domestic sale
INV-MLPK5R92,2026-03-10,receivable,,"78,872.26",INV INV-MLPK5R92 domestic sale
INV-MMC963AP,2026-03-10,receivable,order_mmc963ape0322e,"9,763.02",INV INV-MMC963AP domestic sale
INV-N89EIGQK,2026-03-10,receivable,order_n89eigqky5cael,"5,856.45",INV INV-N89EIGQK domestic sale
INV-NI254EV9,2026-03-10,receivable,,"9,763.02",INV INV-NI254EV9 domestic sale
INV-NPZRLHQS,2026-03-10,receivable,order_npzrlhqswgqlmu,487.22,INV INV-NPZRLHQS domestic sale
INV-OF5APNBH,2026-03-10,receivable,,780.14,INV INV-OF5APNBH domestic sale
INV-PFCT97DS,2026-03-10,receivable,,"3,171.84",INV INV-PFCT97DS domestic sale
INV-QSPP92YF,2026-03-10,receivable,order_qspp92yfanz958,"5,857.42",INV INV-QSPP92YF domestic sale
INV-SJS9X2LL,2026-03-10,receivable,order_sjs9x2llkvw2b0,"10,738.94",INV INV-SJS9X2LL domestic sale
INV-T97UF0A8,2026-03-10,receivable,,"2,440.02",INV INV-T97UF0A8 domestic sale
INV-TF4M82M1,2026-03-10,receivable,order_tf4m82m1ombhvx,"8,289.46",INV INV-TF4M82M1 USD 103.00 @ 82.4255
INV-TJQH5IBW,2026-03-10,receivable,,487.22,INV INV-TJQH5IBW domestic sale
INV-TWF2YO2V,2026-03-10,receivable,order_twf2yo2vi083pg,487.22,INV INV-TWF2YO2V domestic sale
INV-UAE5E0HG,2026-03-10,receivable,,"1,365.50",INV INV-UAE5E0HG domestic sale
INV-VJMRBUWZ,2026-03-10,receivable,order_vjmrbuwzbljawk,975.42,INV INV-VJMRBUWZ domestic sale
INV-XHVCZO1Y,2026-03-10,receivable,order_xhvczo1ypspumi,"1,951.82",INV INV-XHVCZO1Y domestic sale
INV-YKIKQFQJ,2026-03-10,receivable,order_ykikqfqj89ti8l,"5,368.74",INV INV-YKIKQFQJ domestic sale
INV-YQW25RLG,2026-03-10,receivable,,"1,756.06",INV INV-YQW25RLG domestic sale
INV-YUDKO889,2026-03-10,receivable,,"1,707.24",INV INV-YUDKO889 domestic sale
INV-Z45XCLUO,2026-03-10,receivable,,"1,268.34",INV INV-Z45XCLUO domestic sale
TDS-0OTCRAW8,2026-03-10,tds,,-59.99,Withholding accrual @ 1.00% on batch tcraw8
TDS-4V3253PR,2026-03-10,tds,,-19.99,Withholding accrual @ 1.00% on batch 3253pr
TDS-F6Y66TUZ,2026-03-10,tds,,-177.44,Withholding accrual @ 1.00% on batch y66tuz
TDS-L7661EFS,2026-03-10,tds,,-24.99,Withholding accrual @ 1.00% on batch 661efs
INV-0O9SXKGI,2026-03-11,receivable,order_0o9sxkgi5ujk3l,487.22,INV INV-0O9SXKGI domestic sale
INV-3DEOVN3C,2026-03-11,receivable,,"7,810.22",INV INV-3DEOVN3C domestic sale
INV-3MLTROKA,2026-03-11,receivable,,"42,141.63",INV INV-3MLTROKA domestic sale
INV-5C5IN8QF,2026-03-11,receivable,,"3,416.42",INV INV-5C5IN8QF domestic sale
INV-5EG3HHI0,2026-03-11,receivable,,"4,392.82",INV INV-5EG3HHI0 domestic sale
INV-5QA4PI9K,2026-03-11,receivable,,"3,220.17",INV INV-5QA4PI9K domestic sale
INV-61YT6VYL,2026-03-11,receivable,order_61yt6vyldui8h6,"10,738.45",INV INV-61YT6VYL domestic sale
INV-66BBC5YW,2026-03-11,receivable,order_66bbc5ywolv84v,"5,857.42",INV INV-66BBC5YW domestic sale
INV-72TM908K,2026-03-11,receivable,order_72tm908kqqp5r0,"4,392.82",INV INV-72TM908K domestic sale
INV-7WTB8NIZ,2026-03-11,receivable,,"1,463.62",INV INV-7WTB8NIZ domestic sale
INV-806SCC48,2026-03-11,receivable,,"3,416.42",INV INV-806SCC48 domestic sale
INV-8CHN8QZ3,2026-03-11,receivable,order_8chn8qz3qn1x9j,780.14,INV INV-8CHN8QZ3 domestic sale
INV-B7N6W3F2,2026-03-11,receivable,order_b7n6w3f2ho43gh,487.22,INV INV-B7N6W3F2 domestic sale
INV-BIZA4TLK,2026-03-11,receivable,order_biza4tlkr4h9v4,975.42,INV INV-BIZA4TLK domestic sale
INV-CIWO10NV,2026-03-11,receivable,,975.42,INV INV-CIWO10NV domestic sale
INV-CKHZQELQ,2026-03-11,receivable,,"87,523.89",INV INV-CKHZQELQ domestic sale
INV-DBIXQ53X,2026-03-11,receivable,order_dbixq53x985dof,975.42,INV INV-DBIXQ53X domestic sale
INV-DEPP70JE,2026-03-11,receivable,,"4,392.82",INV INV-DEPP70JE domestic sale
INV-F4MUZD7A,2026-03-11,receivable,,"4,392.82",INV INV-F4MUZD7A domestic sale
INV-F92T1RTT,2026-03-11,receivable,order_f92t1rttrn2z9l,"7,810.22",INV INV-F92T1RTT domestic sale
INV-FGLOBMXH,2026-03-11,receivable,order_fglobmxhxscra2,"3,416.42",INV INV-FGLOBMXH domestic sale
INV-G1HSAKNZ,2026-03-11,receivable,order_g1hsaknzgj1q20,"11,226.65",INV INV-G1HSAKNZ domestic sale
INV-GNKG8QYO,2026-03-11,receivable,order_gnkg8qyo8qq8kj,"12,691.74",INV INV-GNKG8QYO domestic sale
INV-I75HMWKH,2026-03-11,receivable,,"4,197.06",INV INV-I75HMWKH domestic sale
INV-IRYTT86O,2026-03-11,receivable,,"3,416.42",INV INV-IRYTT86O domestic sale
INV-K1OXQ61Y,2026-03-11,receivable,,"7,810.22",INV INV-K1OXQ61Y domestic sale
INV-L16C05AT,2026-03-11,receivable,order_l16c05at6w7zi4,"2,928.22",INV INV-L16C05AT domestic sale
INV-M00YTYN3,2026-03-11,receivable,order_m00ytyn3dc7oai,"11,959.44",INV INV-M00YTYN3 domestic sale
INV-MG57Z7MC,2026-03-11,receivable,,"11,221.86",INV INV-MG57Z7MC USD 137.00 @ 83.8912
INV-MSTNEAU8,2026-03-11,receivable,order_mstneau8kml0r2,"3,415.94",INV INV-MSTNEAU8 domestic sale
INV-PM7ODVNL,2026-03-11,receivable,order_pm7odvnl8xq7gg,"10,543.17",INV INV-PM7ODVNL domestic sale
INV-PT43XSEI,2026-03-11,receivable,order_pt43xseixv268g,"7,810.22",INV INV-PT43XSEI domestic sale
INV-Q3PC4P2E,2026-03-11,receivable,order_q3pc4p2ezg1z78,"4,392.82",INV INV-Q3PC4P2E domestic sale
INV-QR21FYNS,2026-03-11,receivable,order_qr21fynsinmnah,"1,511.96",INV INV-QR21FYNS domestic sale
INV-QWZZOG5B,2026-03-11,receivable,,"2,488.36",INV INV-QWZZOG5B domestic sale
INV-RHJ4XQXG,2026-03-11,receivable,,975.42,INV INV-RHJ4XQXG domestic sale
INV-SUJU9VVQ,2026-03-11,receivable,order_suju9vvqj4drw9,487.22,INV INV-SUJU9VVQ domestic sale
INV-TH2U0URG,2026-03-11,receivable,,"3,416.42",INV INV-TH2U0URG domestic sale
INV-U7P824TL,2026-03-11,receivable,order_u7p824tlh0emu9,"1,951.82",INV INV-U7P824TL domestic sale
INV-VG4U2E2B,2026-03-11,receivable,order_vg4u2e2bsc6qs9,"2,440.02",INV INV-VG4U2E2B domestic sale
INV-VO5FHWRY,2026-03-11,receivable,,"2,439.54",INV INV-VO5FHWRY domestic sale
INV-W6UPBKXM,2026-03-11,receivable,order_w6upbkxmnbvmew,"2,097.80",INV INV-W6UPBKXM domestic sale
INV-WN9R33VX,2026-03-11,receivable,order_wn9r33vxd687ch,"9,763.02",INV INV-WN9R33VX domestic sale
INV-WY139DVJ,2026-03-11,receivable,,"3,416.42",INV INV-WY139DVJ domestic sale
INV-XZF7MQZX,2026-03-11,receivable,,"2,927.74",INV INV-XZF7MQZX domestic sale
INV-YN8WT5YM,2026-03-11,receivable,,"1,951.82",INV INV-YN8WT5YM domestic sale
INV-YQUKH5TL,2026-03-11,receivable,order_yqukh5tlkmsfqm,"2,440.02",INV INV-YQUKH5TL domestic sale
INV-YVS7NGPH,2026-03-11,receivable,order_yvs7ngph3quoc3,"7,810.22",INV INV-YVS7NGPH domestic sale
INV-ZCHA5ZWJ,2026-03-11,receivable,,487.22,INV INV-ZCHA5ZWJ domestic sale
INV-ZZ1I6FJ0,2026-03-11,receivable,,"4,880.05",INV INV-ZZ1I6FJ0 domestic sale
TDS-M44SFW48,2026-03-11,tds,,-99.99,Withholding accrual @ 1.00% on batch 4sfw48
TDS-MMW5XE1T,2026-03-11,tds,,-29.99,Withholding accrual @ 1.00% on batch w5xe1t
TDS-VU910HIU,2026-03-11,tds,,-54.98,Withholding accrual @ 1.00% on batch 910hiu
CRN-D9VWOF1D,2026-03-12,refund,,"-2,749.25",Credit note against INV-UZOFNLA1
INV-0IIHGTF0,2026-03-12,receivable,,975.42,INV INV-0IIHGTF0 domestic sale
INV-20SH8L3I,2026-03-12,receivable,,"1,951.82",INV INV-20SH8L3I domestic sale
INV-24E0DLKF,2026-03-12,receivable,order_24e0dlkfx9s7je,"10,738.45",INV INV-24E0DLKF domestic sale
INV-4UAR4HQ3,2026-03-12,receivable,order_4uar4hq3hm5t04,"7,810.22",INV INV-4UAR4HQ3 domestic sale
INV-5N7EMGQ5,2026-03-12,receivable,order_5n7emgq582u5cr,"5,857.42",INV INV-5N7EMGQ5 domestic sale
INV-5O8SAZNF,2026-03-12,receivable,,"7,810.22",INV INV-5O8SAZNF domestic sale
INV-608GYNFE,2026-03-12,receivable,order_608gynfe3gztu4,"1,268.34",INV INV-608GYNFE domestic sale
INV-6PHW92TC,2026-03-12,receivable,order_6phw92tc2ac3fv,"1,463.62",INV INV-6PHW92TC domestic sale
INV-7YTZAS86,2026-03-12,receivable,,"7,810.22",INV INV-7YTZAS86 domestic sale
INV-8YKR1O16,2026-03-12,receivable,order_8ykr1o16bvuq2w,"2,440.02",INV INV-8YKR1O16 domestic sale
INV-9VJFSS1E,2026-03-12,receivable,,"3,416.42",INV INV-9VJFSS1E domestic sale
INV-9WDLERSL,2026-03-12,receivable,,"4,881.02",INV INV-9WDLERSL domestic sale
INV-A8E59T1A,2026-03-12,receivable,order_a8e59t1ah2zejc,"7,831.15",INV INV-A8E59T1A USD 96.00 @ 83.5462
INV-B1XICEFQ,2026-03-12,receivable,order_b1xicefqfanba3,780.14,INV INV-B1XICEFQ domestic sale
INV-BN4PCIIM,2026-03-12,receivable,order_bn4pciimlyzbf3,"3,393.71",INV INV-BN4PCIIM USD 42.00 @ 82.7557
INV-F8E8F2R2,2026-03-12,receivable,order_f8e8f2r2qj1mkw,"4,392.82",INV INV-F8E8F2R2 domestic sale
INV-FAHT4MNM,2026-03-12,receivable,order_faht4mnmy5f9ui,"4,392.82",INV INV-FAHT4MNM domestic sale
INV-G0A40KLD,2026-03-12,receivable,,"7,810.22",INV INV-G0A40KLD domestic sale
INV-GDI32ED3,2026-03-12,receivable,order_gdi32ed30nzhj2,975.42,INV INV-GDI32ED3 domestic sale
INV-IOZVTEAR,2026-03-12,receivable,order_iozvtear39f9k9,"4,881.02",INV INV-IOZVTEAR domestic sale
INV-JD4UL3PN,2026-03-12,receivable,order_jd4ul3pn0oakuy,"3,416.42",INV INV-JD4UL3PN domestic sale
INV-JZ6N0L9K,2026-03-12,receivable,order_jz6n0l9kbatwko,"8,297.45",INV INV-JZ6N0L9K domestic sale
INV-L868AJ6K,2026-03-12,receivable,,"9,763.02",INV INV-L868AJ6K domestic sale
INV-MOFXXQOI,2026-03-12,receivable,order_mofxxqoi2q3n0b,"3,220.17",INV INV-MOFXXQOI domestic sale
INV-MQ4FIWIQ,2026-03-12,receivable,,"2,439.05",INV INV-MQ4FIWIQ domestic sale
INV-N185LZ3F,2026-03-12,receivable,order_n185lz3f2a44q9,"65,684.57",INV INV-N185LZ3F domestic sale
INV-N4XRA1OI,2026-03-12,receivable,order_n4xra1oine428y,"2,928.22",INV INV-N4XRA1OI domestic sale
INV-NJV4JGQX,2026-03-12,receivable,order_njv4jgqxkytpzf,"3,904.14",INV INV-NJV4JGQX domestic sale
INV-NYGTJ6N8,2026-03-12,receivable,order_nygtj6n8umt7y3,"3,416.42",INV INV-NYGTJ6N8 domestic sale
INV-O0JFKV03,2026-03-12,receivable,,"10,250.25",INV INV-O0JFKV03 domestic sale
INV-O9FDR1YV,2026-03-12,receivable,order_o9fdr1yvjljfnz,"2,927.25",INV INV-O9FDR1YV domestic sale
INV-OZQHLMJ2,2026-03-12,receivable,order_ozqhlmj2dn0b8w,"6,345.14",INV INV-OZQHLMJ2 domestic sale
INV-Q9EKGG8Q,2026-03-12,receivable,order_q9ekgg8qn4ja8w,"1,463.62",INV INV-Q9EKGG8Q domestic sale
INV-QHXB3UA9,2026-03-12,receivable,,"5,857.42",INV INV-QHXB3UA9 domestic sale
INV-QJOK87F1,2026-03-12,receivable,order_qjok87f16y7j62,"1,951.82",INV INV-QJOK87F1 domestic sale
INV-RHKPU13X,2026-03-12,receivable,order_rhkpu13xbc4f1c,"2,440.02",INV INV-RHKPU13X domestic sale
INV-RRNDNL8W,2026-03-12,receivable,,730.84,INV INV-RRNDNL8W domestic sale
INV-T8JA8JUM,2026-03-12,receivable,order_t8ja8jumu785j3,"5,368.25",INV INV-T8JA8JUM domestic sale
INV-TEQI845Z,2026-03-12,receivable,order_teqi845zviyyh9,"3,806.50",INV INV-TEQI845Z domestic sale
INV-TEUWEMJT,2026-03-12,receivable,order_teuwemjtc9o7b1,975.42,INV INV-TEUWEMJT domestic sale
INV-TJZIMCN1,2026-03-12,receivable,,"4,392.82",INV INV-TJZIMCN1 domestic sale
INV-TNCSBPCD,2026-03-12,receivable,order_tncsbpcdp3eiw8,"2,440.02",INV INV-TNCSBPCD domestic sale
INV-TVQ0D1TW,2026-03-12,receivable,,"2,440.02",INV INV-TVQ0D1TW domestic sale
INV-W9PKRMW5,2026-03-12,receivable,,"2,928.22",INV INV-W9PKRMW5 domestic sale
INV-WOK7AY11,2026-03-12,receivable,,"1,463.62",INV INV-WOK7AY11 domestic sale
INV-X2ZVOBQE,2026-03-12,receivable,order_x2zvobqek1v64z,"86,402.87",INV INV-X2ZVOBQE domestic sale
INV-X71491JI,2026-03-12,receivable,order_x71491jioai57l,975.42,INV INV-X71491JI domestic sale
INV-XFAJNRIF,2026-03-12,receivable,order_xfajnrif3ds3mx,"5,857.42",INV INV-XFAJNRIF domestic sale
INV-XOIYLA41,2026-03-12,receivable,order_xoiyla415kjzf8,"4,881.02",INV INV-XOIYLA41 domestic sale
INV-YMCOBWMR,2026-03-12,receivable,,487.22,INV INV-YMCOBWMR domestic sale
INV-Z3811ATW,2026-03-12,receivable,,"3,903.65",INV INV-Z3811ATW domestic sale
INV-ZGQ6GMW9,2026-03-12,receivable,,"2,440.02",INV INV-ZGQ6GMW9 domestic sale
INV-ZPCJH3TL,2026-03-12,receivable,order_zpcjh3tlikkm22,"7,810.22",INV INV-ZPCJH3TL domestic sale
INV-ZQDMX39P,2026-03-12,receivable,order_zqdmx39p0jnatm,"1,268.34",INV INV-ZQDMX39P domestic sale
TDS-7H0PYAVR,2026-03-12,tds,,-7.99,Withholding accrual @ 1.00% on batch 0pyavr
TDS-9FPOQY04,2026-03-12,tds,,-54.99,Withholding accrual @ 1.00% on batch poqy04
TDS-9H6AY12W,2026-03-12,tds,,-14.99,Withholding accrual @ 1.00% on batch 6ay12w
TDS-C60O5TYB,2026-03-12,tds,,-57.49,Withholding accrual @ 1.00% on batch 0o5tyb
TDS-J50H5PDU,2026-03-12,tds,,-104.97,Withholding accrual @ 1.00% on batch 0h5pdu
TDS-O7DOB8SU,2026-03-12,tds,,-484.19,Withholding accrual @ 1.00% on batch dob8su
TDS-OIAZK3VN,2026-03-12,tds,,-186.43,Withholding accrual @ 1.00% on batch azk3vn
TDS-QXVWOSRX,2026-03-12,tds,,-73.97,Withholding accrual @ 1.00% on batch vwosrx
CRN-119FAKHR,2026-03-13,refund,,-624.75,Credit note against INV-1IG6C621
CRN-Q7MERY3H,2026-03-13,refund,,-249.75,Credit note against INV-DBIXQ53X
CRN-XIKUK4AS,2026-03-13,refund,,"-1,498.00",Credit note against INV-BZ8WTP1D
INV-0EBYC7YF,2026-03-13,receivable,order_0ebyc7yfocdm56,"3,660.04",INV INV-0EBYC7YF domestic sale
INV-30LQ7LMR,2026-03-13,receivable,,"2,243.77",INV INV-30LQ7LMR domestic sale
INV-3ERO3OEA,2026-03-13,receivable,,"2,440.02",INV INV-3ERO3OEA domestic sale
INV-3GCSGV1X,2026-03-13,receivable,order_3gcsgv1xawzmbm,"1,950.85",INV INV-3GCSGV1X domestic sale
INV-4VZLJVI2,2026-03-13,receivable,,"4,196.57",INV INV-4VZLJVI2 domestic sale
